Address,Name,Mangled,Pass,Score,Evidence,Source,Date
0x00184280,SetupFrameInfo,__SetupFrameInfo__FP12ThrowContextP13ExceptionInfo,carried:prefix+offsets,0.80,"match.json exact from 0x00184280; prefix+offsets: prologue unique both sides + offset multiset unique both sides, 13 accesses",demo_symbol_renames_prefix_offsets.csv; research/54,2026-09-24
0x00184340,PopStackFrame,__PopStackFrame__FP12ThrowContextP13ExceptionInfo,carried:toml-stub,0.90,match.json exact from 0x00184340; toml-stub: recomp/socom2.toml line 281 (general.untracked_stubs): the project's own stub selector,demo_symbol_renames_toml.csv; research/57,2026-09-24
0x00184660,std_ios_base_failure_dtor,__dt__Q33std8ios_base7failureFv,carried:vtable-slot,0.75,match.json exact from 0x00184660; vtable-slot: vtable std::ios_base::failure slot 0; fixed points start..end; ratio=0.97,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x001846e0,std_ios_base_dtor,__dt__Q23std8ios_baseFv,carried:vtable-slot&prefix+offsets,0.80,"match.json exact from 0x001846e0; vtable-slot: vtable std::ios_base slot 0; fixed points start..end; ratio=0.98 | prefix+offsets: prologue unique both sides + offset multiset unique both sides, 9 accesses","demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_prefix_offsets.csv; research/54",2026-09-24
0x001847e0,std_ios_base_init,init__Q23std8ios_baseFPv,carried:exact,1.00,"match.json exact from 0x001847e0; exact: fingerprint exact, 208 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00184bc0,std_locale_facet_dtor,__dt__Q33std6locale5facetFv,carried:vtable-slot,0.75,match.json seed+delta from 0x00184bc0; vtable-slot: vtable std::locale::facet slot 0; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00184f20,std_basic_filebuf_dtor_6989d1,"__dt__Q23std39basic_filebuf<c,Q23std14char_traits<c>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x00184f20; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>> slot 0; fixed points start..2:2; ratio=1.00","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185080,std_basic_ostream_dtor_45850d,"__dt__Q23std39basic_ostream<c,Q23std14char_traits<c>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x00185080; vtable-slot: vtable std::basic_ostream<char, std::char_traits<char>> slot 0; fixed points start..end; ratio=1.00","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185120,std_basic_istream_dtor_881779,"__dt__Q23std39basic_istream<c,Q23std14char_traits<c>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x00185120; vtable-slot: vtable std::basic_istream<char, std::char_traits<char>> slot 0; fixed points start..end; ratio=1.00","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185460,std_basic_filebuf_dtor_48fe6d,"__dt__Q23std39basic_filebuf<w,Q23std14char_traits<w>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x00185460; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>> slot 0; fixed points start..end; ratio=1.00","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x001855c0,std_basic_ostream_dtor_a8e77f,"__dt__Q23std39basic_ostream<w,Q23std14char_traits<w>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x001855c0; vtable-slot: vtable std::basic_ostream<wchar_t, std::char_traits<wchar_t>> slot 0; fixed points start..end; ratio=1.00","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185660,std_basic_istream_dtor_1a6df3,"__dt__Q23std39basic_istream<w,Q23std14char_traits<w>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x00185660; vtable-slot: vtable std::basic_istream<wchar_t, std::char_traits<wchar_t>> slot 0; fixed points start..end; ratio=1.00","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185700,std_basic_ios_dtor_b66422,"__dt__Q23std35basic_ios<w,Q23std14char_traits<w>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x00185700; vtable-slot: vtable std::basic_ios<wchar_t, std::char_traits<wchar_t>> slot 0; fixed points start..end; ratio=1.00","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185760,std_basic_streambuf_dtor_c0048c,"__dt__Q23std41basic_streambuf<w,Q23std14char_traits<w>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x00185760; vtable-slot: vtable std::basic_streambuf<wchar_t, std::char_traits<wchar_t>> slot 0; fixed points start..end; ratio=1.00","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x001857d0,std_basic_ios_dtor_140cea,"__dt__Q23std35basic_ios<c,Q23std14char_traits<c>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x001857d0; vtable-slot: vtable std::basic_ios<char, std::char_traits<char>> slot 0; fixed points start..end; ratio=1.00","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185830,std_basic_streambuf_dtor_fe8910,"__dt__Q23std41basic_streambuf<c,Q23std14char_traits<c>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x00185830; vtable-slot: vtable std::basic_streambuf<char, std::char_traits<char>> slot 0; fixed points start..end; ratio=1.00","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185910,std_basic_streambuf_uflow_811443,"uflow__Q23std41basic_streambuf<c,Q23std14char_traits<c>>Fv",carried:vtable-slot,0.75,"match.json exact from 0x00185910; vtable-slot: vtable std::basic_streambuf<char, std::char_traits<char>> slot 9; fixed points start..end; ratio=0.95","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185980,std_basic_streambuf_xsputn_PCcl,"xsputn__Q23std41basic_streambuf<c,Q23std14char_traits<c>>FPCcl",carried:vtable-slot&prefix+offsets,0.80,"match.json exact from 0x00185980; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>>|std::basic_streambuf<char, std::char_traits<char>> slot 11|11; fixed points 6:6..end|start..end; ratio=0.97 | prefix+offsets: prologue unique both sides + offset multiset unique both sides, 14 accesses","demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_prefix_offsets.csv; research/54",2026-09-24
0x00185ab0,std_basic_streambuf_xsgetn_Pcl,"xsgetn__Q23std41basic_streambuf<c,Q23std14char_traits<c>>FPcl",carried:vtable-slot&prefix+offsets,0.80,"match.json exact from 0x00185ab0; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>>|std::basic_streambuf<char, std::char_traits<char>> slot 7|7; fixed points 6:6..end|start..end; ratio=1.00 | prefix+offsets: prologue unique both sides + offset multiset unique both sides, 13 accesses","demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_prefix_offsets.csv; research/54",2026-09-24
0x00185c20,std_basic_streambuf_xsputn_PCwl,"xsputn__Q23std41basic_streambuf<w,Q23std14char_traits<w>>FPCwl",carried:vtable-slot,0.75,"match.json exact from 0x00185c20; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>>|std::basic_streambuf<wchar_t, std::char_traits<wchar_t>> slot 11|11; fixed points start..end|start..end; ratio=0.88","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185e50,std_basic_streambuf_uflow_363b73,"uflow__Q23std41basic_streambuf<w,Q23std14char_traits<w>>Fv",carried:vtable-slot,0.75,"match.json exact from 0x00185e50; vtable-slot: vtable std::basic_streambuf<wchar_t, std::char_traits<wchar_t>> slot 9; fixed points start..end; ratio=0.95","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00185eb0,std_basic_streambuf_xsgetn_Pwl,"xsgetn__Q23std41basic_streambuf<w,Q23std14char_traits<w>>FPwl",carried:vtable-slot,0.75,"match.json exact from 0x00185eb0; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>>|std::basic_streambuf<wchar_t, std::char_traits<wchar_t>> slot 7|7; fixed points start..end|start..end; ratio=0.88","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00186950,std_basic_filebuf_imbue_02ea65,"imbue__Q23std39basic_filebuf<c,Q23std14char_traits<c>>FRCQ23std6locale",carried:vtable-slot,0.75,"match.json exact from 0x00186950; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>> slot 1; fixed points start..2:2; ratio=0.93","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00186a60,std_basic_filebuf_sync_10627e,"sync__Q23std39basic_filebuf<c,Q23std14char_traits<c>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x00186a60; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>> slot 5; fixed points 2:2..6:6; ratio=0.96","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00186b20,std_basic_filebuf_seekpos_6bb17b,"seekpos__Q23std39basic_filebuf<c,Q23std14char_traits<c>>FQ23std7fpos<i>Q33std8ios_base8openmode",carried:vtable-slot,0.75,"match.json exact from 0x00186b20; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>> slot 4; fixed points 2:2..6:6; ratio=0.95","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00186d00,std_basic_filebuf_seekoff_c791d7,"seekoff__Q23std39basic_filebuf<c,Q23std14char_traits<c>>FlQ33std8ios_base7seekdirQ33std8ios_base8openmode",carried:vtable-slot&offset-multiset,0.75,"match.json exact from 0x00186d00; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>> slot 3; fixed points 2:2..6:6; ratio=0.95 | offset-multiset: offset multiset unique both sides, 32 accesses, ratio 0.95","demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_offsets.csv; research/54",2026-09-24
0x00186f70,std_basic_filebuf_overflow_4b9278,"overflow__Q23std39basic_filebuf<c,Q23std14char_traits<c>>Fi",carried:vtable-slot,0.75,"match.json exact from 0x00186f70; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>> slot 12; fixed points 6:6..end; ratio=0.92","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x001873f0,std_basic_filebuf_pbackfail_044db8,"pbackfail__Q23std39basic_filebuf<c,Q23std14char_traits<c>>Fi",carried:vtable-slot,0.75,"match.json exact from 0x001873f0; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>> slot 10; fixed points 6:6..end; ratio=0.91","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x001874d0,std_basic_filebuf_uflow_e497f9,"uflow__Q23std39basic_filebuf<c,Q23std14char_traits<c>>Fv",carried:vtable-slot&prefix+offsets,0.80,"match.json exact from 0x001874d0; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>> slot 9; fixed points 6:6..end; ratio=0.88 | prefix+offsets: prologue unique both sides + offset multiset unique both sides, 25 accesses","demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_prefix_offsets.csv; research/54",2026-09-24
0x001876a0,std_basic_filebuf_underflow_380bb3,"underflow__Q23std39basic_filebuf<c,Q23std14char_traits<c>>Fv",carried:vtable-slot&offset-multiset,0.75,"match.json exact from 0x001876a0; vtable-slot: vtable std::basic_filebuf<char, std::char_traits<char>> slot 8; fixed points 6:6..end; ratio=0.90 | offset-multiset: offset multiset unique both sides, 33 accesses, ratio 0.90","demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_offsets.csv; research/54",2026-09-24
0x00187a10,std_basic_filebuf_imbue_a0b32a,"imbue__Q23std39basic_filebuf<w,Q23std14char_traits<w>>FRCQ23std6locale",carried:vtable-slot,0.75,"match.json exact from 0x00187a10; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>> slot 1; fixed points start..end; ratio=0.93","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00187b20,std_basic_filebuf_sync_168f0f,"sync__Q23std39basic_filebuf<w,Q23std14char_traits<w>>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x00187b20; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>> slot 5; fixed points start..end; ratio=0.96","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00187be0,std_basic_filebuf_seekpos_127220,"seekpos__Q23std39basic_filebuf<w,Q23std14char_traits<w>>FQ23std7fpos<i>Q33std8ios_base8openmode",carried:vtable-slot,0.75,"match.json exact from 0x00187be0; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>> slot 4; fixed points start..end; ratio=0.95","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00187dc0,std_basic_filebuf_seekoff_4e1760,"seekoff__Q23std39basic_filebuf<w,Q23std14char_traits<w>>FlQ33std8ios_base7seekdirQ33std8ios_base8openmode",carried:vtable-slot,0.75,"match.json exact from 0x00187dc0; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>> slot 3; fixed points start..end; ratio=0.96","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00188040,std_basic_filebuf_overflow_7b865d,"overflow__Q23std39basic_filebuf<w,Q23std14char_traits<w>>Fi",carried:vtable-slot,0.75,"match.json exact from 0x00188040; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>> slot 12; fixed points start..end; ratio=0.94","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00188510,std_basic_filebuf_pbackfail_ec89fa,"pbackfail__Q23std39basic_filebuf<w,Q23std14char_traits<w>>Fi",carried:vtable-slot,0.75,"match.json exact from 0x00188510; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>> slot 10; fixed points start..end; ratio=0.91","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x001885f0,std_basic_filebuf_uflow_fecf5d,"uflow__Q23std39basic_filebuf<w,Q23std14char_traits<w>>Fv",carried:vtable-slot,0.75,"match.json exact from 0x001885f0; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>> slot 9; fixed points start..end; ratio=0.88","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x001887c0,std_basic_filebuf_underflow_305b18,"underflow__Q23std39basic_filebuf<w,Q23std14char_traits<w>>Fv",carried:vtable-slot,0.75,"match.json exact from 0x001887c0; vtable-slot: vtable std::basic_filebuf<wchar_t, std::char_traits<wchar_t>> slot 8; fixed points start..end; ratio=0.90","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00188b50,std_RefCountedPtr_op_assign,"__as__Q23std80_RefCountedPtr<Q23std15__locale_imp<1>,Q23std32_Single<Q23std15__locale_imp<1>>>FRCQ23std80_RefCountedPtr<Q23std15__locale_imp<1>,Q23std32_Single<Q23std15__locale_imp<1>>>",carried:prefix+offsets,0.80,"match.json exact from 0x00188b50; prefix+offsets: prologue unique both sides + offset multiset unique both sides, 14 accesses",demo_symbol_renames_prefix_offsets.csv; research/54,2026-09-24
0x00189470,std_use_facet,__use_facet<Q23std8ctype<c>>__3stdFRCQ23std6localeQ23std12__chooser<1>,carried:callgraph,0.80,match.json exact from 0x00189470; callgraph: callgraph round 1; key=callee; |K|=2; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0018a550,std_codecvt_dtor_a89e05,"__dt__Q23std14codecvt<c,c,i>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x0018a550; vtable-slot: vtable std::codecvt<char, char, int> slot 0; fixed points start..end; ratio=0.96","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018a5b0,std_codecvt_dtor_302cfd,"__dt__Q23std14codecvt<w,c,i>Fv",carried:vtable-slot,0.75,"match.json seed+delta from 0x0018a5b0; vtable-slot: vtable std::codecvt<wchar_t, char, int> slot 0; fixed points start..end; ratio=0.96","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018a610,std_codecvt_do_out,"do_out__Q23std14codecvt<w,c,i>CFRiPCwPCwRPCwPcPcRPc",carried:vtable-slot,0.75,"match.json exact from 0x0018a610; vtable-slot: vtable std::codecvt<wchar_t, char, int> slot 1; fixed points start..end; ratio=0.90","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018a6b0,std_codecvt_do_in,"do_in__Q23std14codecvt<w,c,i>CFRiPCcPCcRPCcPwPwRPw",carried:vtable-slot,0.75,"match.json exact from 0x0018a6b0; vtable-slot: vtable std::codecvt<wchar_t, char, int> slot 2; fixed points start..end; ratio=0.90","demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018a7a0,std_ctype_ctor_Ui,__ct__Q23std8ctype<w>FUi,carried:offset-multiset,0.75,"match.json exact from 0x0018a7a0; offset-multiset: offset multiset unique both sides, 12 accesses, ratio 0.95",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x0018ab40,std_ctype_dtor_f8e086,__dt__Q23std8ctype<w>Fv,carried:vtable-slot,0.75,match.json exact from 0x0018ab40; vtable-slot: vtable std::ctype<wchar_t> slot 0; fixed points start..end; ratio=0.78,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018ac50,std_ctype_do_is_Ucw,do_is__Q23std8ctype<w>CFUcw,carried:vtable-slot,0.75,match.json exact from 0x0018ac50; vtable-slot: vtable std::ctype<wchar_t> slot 1; fixed points start..end; ratio=0.94,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018aca0,std_ctype_do_is_PCwPCwPUc,do_is__Q23std8ctype<w>CFPCwPCwPUc,carried:vtable-slot,0.75,match.json exact from 0x0018aca0; vtable-slot: vtable std::ctype<wchar_t> slot 2; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018ad10,std_ctype_do_scan_is,do_scan_is__Q23std8ctype<w>CFUcPCwPCw,carried:vtable-slot,0.75,match.json exact from 0x0018ad10; vtable-slot: vtable std::ctype<wchar_t> slot 3; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018ad90,std_ctype_do_scan_not,do_scan_not__Q23std8ctype<w>CFUcPCwPCw,carried:vtable-slot,0.75,match.json exact from 0x0018ad90; vtable-slot: vtable std::ctype<wchar_t> slot 4; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018ae40,std_ctype_do_toupper,do_toupper__Q23std8ctype<w>CFPwPCw,carried:vtable-slot,0.75,match.json seed+delta from 0x0018ae40; vtable-slot: vtable std::ctype<wchar_t> slot 6; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018aee0,std_ctype_do_tolower,do_tolower__Q23std8ctype<w>CFPwPCw,carried:vtable-slot,0.75,match.json seed+delta from 0x0018aee0; vtable-slot: vtable std::ctype<wchar_t> slot 8; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018afc0,std_ctype_do_narrow,do_narrow__Q23std8ctype<w>CFPCwPCwcPc,carried:vtable-slot,0.75,match.json exact from 0x0018afc0; vtable-slot: vtable std::ctype<wchar_t> slot 12; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0018bca0,std_logic_error_dtor,__dt__Q23std11logic_errorFv,carried:vtable-slot&prefix+offsets,0.80,"match.json exact from 0x0018bca0; vtable-slot: vtable std::logic_error slot 0; fixed points start..end; ratio=1.00 | prefix+offsets: prologue unique both sides + offset multiset unique both sides, 7 accesses","demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_prefix_offsets.csv; research/54",2026-09-24
0x0018bd50,std_length_error_dtor,__dt__Q23std12length_errorFv,carried:vtable-slot&offset-multiset,0.75,"match.json exact from 0x0018bd50; vtable-slot: vtable std::length_error slot 0; fixed points start..end; ratio=1.00 | offset-multiset: offset multiset unique both sides, 8 accesses, ratio 1.00 + prologue","demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_offsets_loose.csv; research/54",2026-09-24
0x0018d0a0,std_ctype_ctor_PCUcbUi,__ct__Q23std8ctype<c>FPCUcbUi,carried:prefix+offsets,0.80,"match.json exact from 0x0018d0a0; prefix+offsets: prologue unique both sides + offset multiset unique both sides, 10 accesses",demo_symbol_renames_prefix_offsets.csv; research/54,2026-09-24
0x0018d100,std_ctype_dtor_c84cdf,__dt__Q23std8ctype<c>Fv,carried:vtable-slot,0.75,match.json exact from 0x0018d100; vtable-slot: vtable std::ctype<char> slot 0; fixed points start..1:1; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
